scenario,combination_id,scoreline,size,probability
sensitivity_top30,real_xi_set_06,1-7,1,0.001
sensitivity_top30,real_xi_set_06,2-7,1,0.001
sensitivity_top30,real_xi_set_06,5-1,1,0.001
sensitivity_top30,real_xi_set_06,5-4,1,0.001
sensitivity_top30,real_xi_set_06,6-3,1,0.001
sensitivity_top30,real_xi_set_07,1-1,102,0.102
sensitivity_top30,real_xi_set_07,0-1,95,0.095
sensitivity_top30,real_xi_set_07,0-2,91,0.091
sensitivity_top30,real_xi_set_07,1-2,89,0.089
sensitivity_top30,real_xi_set_07,1-0,72,0.072
sensitivity_top30,real_xi_set_07,2-1,69,0.069
sensitivity_top30,real_xi_set_07,0-0,57,0.057
sensitivity_top30,real_xi_set_07,2-2,56,0.056
sensitivity_top30,real_xi_set_07,0-3,51,0.051
sensitivity_top30,real_xi_set_07,1-3,51,0.051
sensitivity_top30,real_xi_set_07,2-0,31,0.031
sensitivity_top30,real_xi_set_07,1-4,26,0.026
sensitivity_top30,real_xi_set_07,2-3,24,0.024
sensitivity_top30,real_xi_set_07,2-4,23,0.023
sensitivity_top30,real_xi_set_07,3-1,22,0.022
sensitivity_top30,real_xi_set_07,0-4,20,0.02
sensitivity_top30,real_xi_set_07,3-2,19,0.019
sensitivity_top30,real_xi_set_07,1-5,17,0.017
sensitivity_top30,real_xi_set_07,3-0,12,0.012
sensitivity_top30,real_xi_set_07,3-3,11,0.011
sensitivity_top30,real_xi_set_07,2-5,10,0.01
sensitivity_top30,real_xi_set_07,0-5,8,0.008
sensitivity_top30,real_xi_set_07,4-0,8,0.008
sensitivity_top30,real_xi_set_07,3-4,7,0.007
sensitivity_top30,real_xi_set_07,4-1,7,0.007
sensitivity_top30,real_xi_set_07,1-6,3,0.003
sensitivity_top30,real_xi_set_07,4-2,3,0.003
sensitivity_top30,real_xi_set_07,4-4,3,0.003
sensitivity_top30,real_xi_set_07,1-7,2,0.002
sensitivity_top30,real_xi_set_07,2-6,2,0.002
sensitivity_top30,real_xi_set_07,3-5,2,0.002
sensitivity_top30,real_xi_set_07,3-6,2,0.002
sensitivity_top30,real_xi_set_07,4-3,2,0.002
sensitivity_top30,real_xi_set_07,0-6,1,0.001
sensitivity_top30,real_xi_set_07,4-5,1,0.001
sensitivity_top30,real_xi_set_07,5-4,1,0.001
sensitivity_top30,real_xi_set_08,1-1,105,0.105
sensitivity_top30,real_xi_set_08,0-1,96,0.096
sensitivity_top30,real_xi_set_08,0-2,95,0.095
sensitivity_top30,real_xi_set_08,1-2,90,0.09
sensitivity_top30,real_xi_set_08,2-1,66,0.066
sensitivity_top30,real_xi_set_08,1-0,61,0.061
sensitivity_top30,real_xi_set_08,2-2,56,0.056
sensitivity_top30,real_xi_set_08,0-0,54,0.054
sensitivity_top30,real_xi_set_08,0-3,54,0.054
sensitivity_top30,real_xi_set_08,1-3,51,0.051
sensitivity_top30,real_xi_set_08,1-4,28,0.028
sensitivity_top30,real_xi_set_08,2-0,28,0.028
sensitivity_top30,real_xi_set_08,2-3,23,0.023
sensitivity_top30,real_xi_set_08,2-4,22,0.022
sensitivity_top30,real_xi_set_08,3-1,22,0.022
sensitivity_top30,real_xi_set_08,0-4,21,0.021
sensitivity_top30,real_xi_set_08,1-5,19,0.019
sensitivity_top30,real_xi_set_08,3-2,18,0.018
sensitivity_top30,real_xi_set_08,3-3,14,0.014
sensitivity_top30,real_xi_set_08,3-0,12,0.012
sensitivity_top30,real_xi_set_08,2-5,10,0.01
sensitivity_top30,real_xi_set_08,4-0,8,0.008
sensitivity_top30,real_xi_set_08,4-1,8,0.008
sensitivity_top30,real_xi_set_08,0-5,7,0.007
sensitivity_top30,real_xi_set_08,3-4,5,0.005
sensitivity_top30,real_xi_set_08,1-6,4,0.004
sensitivity_top30,real_xi_set_08,4-2,4,0.004
sensitivity_top30,real_xi_set_08,3-5,3,0.003
sensitivity_top30,real_xi_set_08,4-4,3,0.003
sensitivity_top30,real_xi_set_08,0-6,2,0.002
sensitivity_top30,real_xi_set_08,1-7,2,0.002
sensitivity_top30,real_xi_set_08,3-6,2,0.002
sensitivity_top30,real_xi_set_08,4-3,2,0.002
sensitivity_top30,real_xi_set_08,2-6,1,0.001
sensitivity_top30,real_xi_set_08,2-7,1,0.001
sensitivity_top30,real_xi_set_08,3-7,1,0.001
sensitivity_top30,real_xi_set_08,4-5,1,0.001
sensitivity_top30,real_xi_set_08,5-4,1,0.001
